state,state_code,year,total_consumption_mwh,prev_year_consumption,yoy_change_mwh,yoy_change_pct
Louisiana,LO,1996,65142464.53670941,63961315.80133802,1181148.735371396,1.846661095966208
Louisiana,LO,1997,65353225.85448867,65142464.53670941,210761.3177792579,0.32353906054703935
Louisiana,LO,1998,66405300.79978832,65353225.85448867,1052074.9452996477,1.6098286374449682
Louisiana,LO,1999,67695378.31122085,66405300.79978832,1290077.511432536,1.9427327275003448
Louisiana,LO,2000,67724190.36357743,67695378.31122085,28812.05235657096,0.04256132852099774
Louisiana,LO,2001,69586708.33728375,67724190.36357743,1862517.97370632,2.7501517016407124
Louisiana,LO,2002,70315711.19758113,69586708.33728375,729002.8602973819,1.047617968598165
Louisiana,LO,2003,71705615.14956054,70315711.19758113,1389903.9519794136,1.976662012382841
Louisiana,LO,2004,72172228.67484222,71705615.14956054,466613.5252816826,0.6507349868046454
Louisiana,LO,2005,75548183.41614677,72172228.67484222,3375954.7413045466,4.67763681860823
Louisiana,LO,2006,75784639.43872188,75548183.41614677,236456.0225751102,0.31298703937409683
Louisiana,LO,2007,77183529.30500562,75784639.43872188,1398889.8662837446,1.8458752019462497
Louisiana,LO,2008,76323234.01863468,77183529.30500562,-860295.286370948,-1.1146099357174053
Louisiana,LO,2009,76577494.97162144,76323234.01863468,254260.95298676193,0.3331370273496048
Louisiana,LO,2010,78810965.97330232,76577494.97162144,2233471.001680881,2.916615387469353
Louisiana,LO,2011,81457803.84636611,78810965.97330232,2646837.873063788,3.358463940107548
Louisiana,LO,2012,82843908.66796188,81457803.84636611,1386104.821595773,1.7016231179151884
Louisiana,LO,2013,84618160.38641152,82843908.66796188,1774251.7184496373,2.141680356440969
Louisiana,LO,2014,84819923.05440705,84618160.38641152,201762.6679955274,0.23843896756224875
Louisiana,LO,2015,85042197.22567472,84819923.05440705,222274.17126767337,0.2620542005503794
Louisiana,LO,2016,86865284.11050151,85042197.22567472,1823086.8848267943,2.143743863988963
Louisiana,LO,2017,88450395.79459885,86865284.11050151,1585111.6840973347,1.8247930693243468
Louisiana,LO,2018,90798429.6030028,88450395.79459885,2348033.808403954,2.654633466939596
Louisiana,LO,2019,91885019.99346636,90798429.6030028,1086590.3904635608,1.1967061492301692
Louisiana,LO,2020,90615386.22393319,91885019.99346636,-1269633.7695331722,-1.3817636102418562
Louisiana,LO,2021,96231984.27639252,90615386.22393319,5616598.052459329,6.1982829699355
Louisiana,LO,2022,96216300.33137162,96231984.27639252,-15683.945020899177,-0.01629805842499575
Louisiana,LO,2023,96225921.18255089,96216300.33137162,9620.851179271936,0.00999919051775786
Louisiana,LO,2024,97134538.93226069,96225921.18255089,908617.7497097999,0.94425466500451
Maine,MA,1990,6939668.149491879,,,
Maine,MA,1991,7070363.105244862,6939668.149491879,130694.95575298276,1.8833026729462878
Maine,MA,1992,7151688.095897448,7070363.105244862,81324.99065258633,1.1502236793504805
Maine,MA,1993,7266582.955064296,7151688.095897448,114894.85916684754,1.6065418070001787
Maine,MA,1994,7405018.85765501,7266582.955064296,138435.9025907144,1.9051031749969127
Maine,MA,1995,7482214.51014201,7405018.85765501,77195.65248699952,1.0424774598270978
Maine,MA,1996,7817107.244270656,7482214.51014201,334892.73412864655,4.475850480826303
Maine,MA,1997,7679266.035160166,7817107.244270656,-137841.20911049005,-1.7633275942519164
Maine,MA,1998,7935336.603551949,7679266.035160166,256070.56839178316,3.3345708719992575
Maine,MA,1999,8017637.84247514,7935336.603551949,82301.23892319016,1.0371486810824277
Maine,MA,2000,8324761.4159743665,8017637.84247514,307123.57349922694,3.830599230513688
Maine,MA,2001,8161039.2508867,8324761.4159743665,-163722.16508766636,-1.9666889764972755
Maine,MA,2002,8379649.621009447,8161039.2508867,218610.37012274656,2.6787074954822017
Maine,MA,2003,8700613.431373686,8379649.621009447,320963.8103642389,3.8302772177910507
Maine,MA,2004,8795075.055050854,8700613.431373686,94461.62367716804,1.0856892381466725
Maine,MA,2005,8909955.206177935,8795075.055050854,114880.15112708136,1.3061872742189704
Maine,MA,2006,8843861.629742531,8909955.206177935,-66093.5764354039,-0.7417947105904226
Maine,MA,2007,8944970.27452104,8843861.629742531,101108.6447785087,1.1432635313794732
Maine,MA,2008,8984454.387417568,8944970.27452104,39484.112896528095,0.44141133715105924
Maine,MA,2009,9213691.1266378,8984454.387417568,229236.73922023177,2.5514820303531205
Maine,MA,2010,9499860.267894683,9213691.1266378,286169.14125688374,3.1059120316019397
Maine,MA,2011,9648072.679282624,9499860.267894683,148212.41138794087,1.5601535939305669
Maine,MA,2012,9678883.759159181,9648072.679282624,30811.079876556993,0.31934958308013006
Maine,MA,2013,10018135.652425556,9678883.759159181,339251.89326637425,3.505072503276406
Maine,MA,2014,9934030.971299786,10018135.652425556,-84104.68112576939,-0.8395242792046469
Maine,MA,2015,10138848.088929925,9934030.971299786,204817.117630139,2.0617724891524105
Maine,MA,2016,10333115.38401053,10138848.088929925,194267.29508060403,1.9160687030385066
Maine,MA,2017,10522689.222315764,10333115.38401053,189573.8383052349,1.8346242276417586
Maine,MA,2018,10567264.70650842,10522689.222315764,44575.48419265635,0.42361304463999433
Maine,MA,2019,10670471.135847539,10567264.70650842,103206.4293391183,0.9766617209423462
Maine,MA,2020,10827699.362300832,10670471.135847539,157228.22645329311,1.4734890751457408
Maine,MA,2021,11070602.405077098,10827699.362300832,242903.0427762661,2.2433486066485173
Maine,MA,2022,11369300.204532646,11070602.405077098,298697.7994555477,2.6981169454569307
Maine,MA,2023,11343434.933938144,11369300.204532646,-25865.270594501868,-0.22750099064311852
Maine,MA,2024,11666191.485152688,11343434.933938144,322756.5512145441,2.8453158421079023
Maryland,MA,1990,39076380.9910186,,,
Maryland,MA,1991,38900784.08912366,39076380.9910186,-175596.90189494193,-0.44936838428129133
Maryland,MA,1992,39942280.85625698,38900784.08912366,1041496.7671333179,2.6773156159197105
Maryland,MA,1993,40211375.88760412,39942280.85625698,269095.03134714067,0.6737097270823151
Maryland,MA,1994,40696847.22423895,40211375.88760412,485471.33663482964,1.207298496802953
Maryland,MA,1995,42865503.37057272,40696847.22423895,2168656.1463337764,5.328806269400962
Maryland,MA,1996,42368957.148120396,42865503.37057272,-496546.2224523276,-1.1583818768198761
Maryland,MA,1997,43849116.30080509,42368957.148120396,1480159.152684696,3.4934991378478144
Maryland,MA,1998,43530486.73426566,43849116.30080509,-318629.5665394291,-0.7266499154820572
Maryland,MA,1999,44945330.928789474,43530486.73426566,1414844.1945238113,3.2502374787601354
Maryland,MA,2000,45762131.54228661,44945330.928789474,816800.613497138,1.817320279143703
Maryland,MA,2001,46145916.67457237,45762131.54228661,383785.13228575885,0.8386522204087483
Maryland,MA,2002,46606557.02886823,46145916.67457237,460640.35429585725,0.9982256015074078
Maryland,MA,2003,47192494.073062696,46606557.02886823,585937.0441944674,1.25719873242629
Maryland,MA,2004,47779297.94586423,47192494.073062696,586803.8728015348,1.2434262785371208
Maryland,MA,2005,49629227.05862586,47779297.94586423,1849929.1127616316,3.871821463048017
Maryland,MA,2006,50177733.95718711,49629227.05862586,548506.8985612467,1.1052094321624395
Maryland,MA,2007,51200643.1757582,50177733.95718711,1022909.2185710892,2.038571967884921
Maryland,MA,2008,48745316.907740414,51200643.1757582,-2455326.2680177838,-4.795498876038142
Maryland,MA,2009,50695251.07946781,48745316.907740414,1949934.1717273965,4.0002492453131655
Maryland,MA,2010,53483297.93852645,50695251.07946781,2788046.859058641,5.499621364313222
Maryland,MA,2011,52669876.40037676,53483297.93852645,-813421.5381496921,-1.5208888933600102
Maryland,MA,2012,53211402.90283088,52669876.40037676,541526.5024541169,1.0281522180489553
Maryland,MA,2013,55492739.272228636,53211402.90283088,2281336.3693977594,4.287307315621237
Maryland,MA,2014,55953259.22586549,55492739.272228636,460519.9536368549,0.8298742496341721
Maryland,MA,2015,57398106.713117845,55953259.22586549,1444847.4872523546,2.5822400826017398
Maryland,MA,2016,56645100.12951262,57398106.713117845,-753006.5836052224,-1.3119014314685211
Maryland,MA,2017,59024317.33939048,56645100.12951262,2379217.209877856,4.200217149299842
Maryland,MA,2018,58503696.436134346,59024317.33939048,-520620.9032561332,-0.8820447685359192
Maryland,MA,2019,59289970.936544165,58503696.436134346,786274.5004098192,1.343974053448327
Maryland,MA,2020,58977192.376012586,59289970.936544165,-312778.56053157896,-0.5275404180351752
Maryland,MA,2021,62694075.75212503,58977192.376012586,3716883.376112446,6.302238588122737
Maryland,MA,2022,63258989.34832784,62694075.75212503,564913.5962028056,0.9010637598938649
Maryland,MA,2023,63845231.273774646,63258989.34832784,586241.9254468083,0.9267329931857421
Maryland,MA,2024,64377586.072314896,63845231.273774646,532354.7985402495,0.8338207692559835
Massachusetts,MA,1990,35068419.68158419,,,
Massachusetts,MA,1991,34914520.66124638,35068419.68158419,-153899.02033780515,-0.4388535945879067
Massachusetts,MA,1992,36042087.64318739,34914520.66124638,1127566.981941007,3.229507266850603
Massachusetts,MA,1993,36037279.24016972,36042087.64318739,-4808.403017669916,-0.01334107797881345
Massachusetts,MA,1994,36486624.627398446,36037279.24016972,449345.38722872734,1.2468904331930113
Massachusetts,MA,1995,37161556.90108402,36486624.627398446,674932.2736855745,1.8498073762042544
Massachusetts,MA,1996,37475250.66838027,37161556.90108402,313693.7672962472,0.8441351586297413
Massachusetts,MA,1997,38721755.804315835,37475250.66838027,1246505.1359355673,3.3262089344403125
Massachusetts,MA,1998,38921367.052721746,38721755.804315835,199611.24840591103,0.515501542374953
Massachusetts,MA,1999,39077775.77858947,38921367.052721746,156408.7258677259,0.4018582534777343
Massachusetts,MA,2000,40734214.75323014,39077775.77858947,1656438.9746406674,4.238826140018497
Massachusetts,MA,2001,40505802.66504074,40734214.75323014,-228412.08818940073,-0.5607376736562428
Massachusetts,MA,2002,41377184.10747565,40505802.66504074,871381.4424349144,2.1512508951883476
Massachusetts,MA,2003,42606454.60670531,41377184.10747565,1229270.4992296547,2.9708896962071454
Massachusetts,MA,2004,42765147.4608938,42606454.60670531,158692.85418849438,0.3724620028898618
Massachusetts,MA,2005,42530103.95919547,42765147.4608938,-235043.50169833004,-0.5496146176352213
Massachusetts,MA,2006,44611148.15032914,42530103.95919547,2081044.1911336705,4.893108639307067
Massachusetts,MA,2007,44724766.252572365,44611148.15032914,113618.1022432223,0.25468544736924464
Massachusetts,MA,2008,43520661.93525865,44724766.252572365,-1204104.3173137158,-2.6922540198730744
Massachusetts,MA,2009,43825501.43520446,43520661.93525865,304839.4999458119,0.7004477560550234
Massachusetts,MA,2010,47077270.55413143,43825501.43520446,3251769.118926972,7.419810412744914
Massachusetts,MA,2011,47454812.72397654,47077270.55413143,377542.1698451042,0.8019627421071285
Massachusetts,MA,2012,48000560.857747026,47454812.72397654,545748.1337704882,1.1500374829100295
Massachusetts,MA,2013,49422047.47866815,48000560.857747026,1421486.6209211275,2.961395857714665
Massachusetts,MA,2014,49955376.54078998,49422047.47866815,533329.0621218234,1.0791318638751708
Massachusetts,MA,2015,49427650.970614284,49955376.54078998,-527725.5701756924,-1.0563939393886654
Massachusetts,MA,2016,50494780.63843361,49427650.970614284,1067129.6678193286,2.1589730583267213
Massachusetts,MA,2017,51121585.585050724,50494780.63843361,626804.9466171116,1.2413262097430027
Massachusetts,MA,2018,52927199.390382685,51121585.585050724,1805613.8053319603,3.531998831155129
Massachusetts,MA,2019,52209290.69855102,52927199.390382685,-717908.6918316633,-1.3564078585312662
Massachusetts,MA,2020,53067942.484935604,52209290.69855102,858651.7863845825,1.6446340773758357
Massachusetts,MA,2021,55385414.42261788,53067942.484935604,2317471.9376822785,4.366990369638203
Massachusetts,MA,2022,56470561.29676699,55385414.42261788,1085146.8741491064,1.9592647007547936
Massachusetts,MA,2023,56109947.777167104,56470561.29676699,-360613.51959988475,-0.6385867455872629
Massachusetts,MA,2024,58050128.64781993,56109947.777167104,1940180.8706528246,3.4578197761972342
Michigan,MI,1990,64869225.15366122,,,
Michigan,MI,1991,67810847.32829025,64869225.15366122,2941622.1746290326,4.534696025212207
Michigan,MI,1992,66875672.27780282,67810847.32829025,-935175.0504874364,-1.3790935924454777
Michigan,MI,1993,68622432.07186766,66875672.27780282,1746759.7940648422,2.6119510048568464
Michigan,MI,1994,70770816.96771172,68622432.07186766,2148384.895844057,3.1307326642023896
Michigan,MI,1995,69994131.42138267,70770816.96771172,-776685.5463290513,-1.0974658476578054
Michigan,MI,1996,71272693.48345801,69994131.42138267,1278562.0620753467,1.8266703738033043
Michigan,MI,1997,73783986.22957249,71272693.48345801,2511292.7461144775,3.5234991458507654
Michigan,MI,1998,74884166.10800722,73783986.22957249,1100179.8784347326,1.4910821909399392
Michigan,MI,1999,75769675.46617685,74884166.10800722,885509.3581696302,1.1825054670334967
Michigan,MI,2000,77067737.1256792,75769675.46617685,1298061.6595023423,1.7131677699765118
Michigan,MI,2001,77754223.40778825,77067737.1256792,686486.282109052,0.8907570245504364
Michigan,MI,2002,78003704.10562138,77754223.40778825,249480.69783313572,0.3208580664804717
Michigan,MI,2003,79474108.47480449,78003704.10562138,1470404.3691831082,1.885044288655957
Michigan,MI,2004,80133444.21549973,79474108.47480449,659335.7406952381,0.829623324311044
Michigan,MI,2005,83730708.16590612,80133444.21549973,3597263.9504063874,4.489091896178088
Michigan,MI,2006,83899406.04231142,83730708.16590612,168697.8764052987,0.20147671039761963
Michigan,MI,2007,84538174.13616268,83899406.04231142,638768.0938512683,0.7613499594134556
Michigan,MI,2008,83436470.2501453,84538174.13616268,-1101703.8860173821,-1.303202839752496
Michigan,MI,2009,86334407.1287578,83436470.2501453,2897936.8786125034,3.4732256409270343
Michigan,MI,2010,87521098.43153271,86334407.1287578,1186691.3027749062,1.3745288144564347
Michigan,MI,2011,90393714.42125228,87521098.43153271,2872615.9897195697,3.282198282699573
Michigan,MI,2012,91455782.82799262,90393714.42125228,1062068.4067403376,1.1749361264112816
Michigan,MI,2013,93219503.23625696,91455782.82799262,1763720.408264339,1.9284952287615242
Michigan,MI,2014,92382126.52489384,93219503.23625696,-837376.7113631219,-0.8982848892048494
Michigan,MI,2015,97033976.3033087,92382126.52489384,4651849.77841486,5.035443492590902
Michigan,MI,2016,98722372.04879613,97033976.3033087,1688395.7454874367,1.7400046971277887
Michigan,MI,2017,98757276.7930556,98722372.04879613,34904.74425946176,0.03535646838206964
Michigan,MI,2018,100764591.61287372,98757276.7930556,2007314.8198181242,2.032574089729532
Michigan,MI,2019,103192805.36990194,100764591.61287372,2428213.757028222,2.4097887146281973
Michigan,MI,2020,101776746.70990378,103192805.36990194,-1416058.6599981636,-1.372245530996275
Michigan,MI,2021,103091987.76965885,101776746.70990378,1315241.059755072,1.292280508340406
Michigan,MI,2022,106436983.00451374,103091987.76965885,3344995.234854892,3.2446704222336877
Michigan,MI,2023,108164621.84411341,106436983.00451374,1727638.839599669,1.623156529649477
Michigan,MI,2024,108988682.96120402,108164621.84411341,824061.1170906126,0.7618582703300599
Minnesota,MI,1990,45206920.88187216,,,
Minnesota,MI,1991,46244888.847275004,45206920.88187216,1037967.9654028416,2.296037741909256
Minnesota,MI,1992,46922324.739260264,46244888.847275004,677435.89198526,1.4648881397953193
Minnesota,MI,1993,46736915.940009534,46922324.739260264,-185408.79925072938,-0.3951398407496132
Minnesota,MI,1994,46796102.63779251,46736915.940009534,59186.697782978415,0.12663800465342887
Minnesota,MI,1995,49180043.311117835,46796102.63779251,2383940.6733253226,5.0943145667008025
Minnesota,MI,1996,49631881.833312124,49180043.311117835,451838.5221942887,0.9187436443191261
Minnesota,MI,1997,48956385.92381762,49631881.833312124,-675495.9094945043,-1.3610120844564115
Minnesota,MI,1998,51297361.9274668,48956385.92381762,2340976.0036491826,4.781758210853309
Minnesota,MI,1999,51962476.03374906,51297361.9274668,665114.1062822565,1.2965854018432983
Minnesota,MI,2000,52012092.03609224,51962476.03374906,49616.002343177795,0.09548429199361622
Minnesota,MI,2001,52945123.59652204,52012092.03609224,933031.560429804,1.7938743163461963
Minnesota,MI,2002,53327499.85734685,52945123.59652204,382376.260824807,0.7222124245828094
Minnesota,MI,2003,53379074.02619607,53327499.85734685,51574.16884922236,0.09671214474180355
Minnesota,MI,2004,54798537.62334477,53379074.02619607,1419463.5971487015,2.6592136020420516
Minnesota,MI,2005,56667871.146245904,54798537.62334477,1869333.5229011327,3.4112835925475067
Minnesota,MI,2006,55703389.84804807,56667871.146245904,-964481.2981978357,-1.7019896436708297
Minnesota,MI,2007,57297727.85890266,55703389.84804807,1594338.0108545944,2.8621920770059965
Minnesota,MI,2008,56559383.07555961,57297727.85890266,-738344.7833430544,-1.2886109291475747
Minnesota,MI,2009,57728789.67711782,56559383.07555961,1169406.6015582085,2.0675731204422054
Minnesota,MI,2010,61329678.53536161,57728789.67711782,3600888.8582437932,6.237596316125594
Minnesota,MI,2011,60845179.93105315,61329678.53536161,-484498.60430846363,-0.7899904514078129
Minnesota,MI,2012,61759366.89968034,60845179.93105315,914186.9686271921,1.50248050817354
Minnesota,MI,2013,63671061.3106726,61759366.89968034,1911694.4109922647,3.095391852214987
Minnesota,MI,2014,63895597.090766385,63671061.3106726,224535.78009378165,0.35264965821473554
Minnesota,MI,2015,64262435.211710736,63895597.090766385,366838.12094435096,0.5741211251586583
Minnesota,MI,2016,65827426.05399387,64262435.211710736,1564990.8422831371,2.435312071706153
Minnesota,MI,2017,65980516.86500972,65827426.05399387,153090.81101584435,0.2325638722229153
Minnesota,MI,2018,67066789.83932387,65980516.86500972,1086272.9743141532,1.646354145022191
Minnesota,MI,2019,68961014.54548822,67066789.83932387,1894224.7061643526,2.8243855277738295
Minnesota,MI,2020,68377531.43344046,68961014.54548822,-583483.1120477617,-0.8461057539443293
Minnesota,MI,2021,72228992.05083555,68377531.43344046,3851460.617395088,5.632640630122992
Minnesota,MI,2022,71718807.31320879,72228992.05083555,-510184.7376267612,-0.7063434268440125
Minnesota,MI,2023,73433440.83645546,71718807.31320879,1714633.5232466757,2.390772500940466
Minnesota,MI,2024,74688513.92764202,73433440.83645546,1255073.0911865532,1.7091301686131557
Mississippi,MI,1990,30110509.1982226,,,
Mississippi,MI,1991,31373118.914643176,30110509.1982226,1262609.716420576,4.19325262189557
Mississippi,MI,1992,31229327.963916235,31373118.914643176,-143790.95072694123,-0.45832532977723117
Mississippi,MI,1993,32703538.40430865,31229327.963916235,1474210.440392416,4.720596107914281
Mississippi,MI,1994,32134939.93976067,32703538.40430865,-568598.4645479806,-1.7386450894655132
Mississippi,MI,1995,32968904.157638364,32134939.93976067,833964.2178776935,2.595194574631293
Mississippi,MI,1996,33021181.18887253,32968904.157638364,52277.031234167516,0.15856466136759895
Mississippi,MI,1997,34759154.11103404,33021181.18887253,1737972.922161512,5.263206401432949
Mississippi,MI,1998,34596043.734911576,34759154.11103404,-163110.37612246722,-0.4692587615953778
Mississippi,MI,1999,35245867.52497411,34596043.734911576,649823.7900625318,1.8783182118791846
Mississippi,MI,2000,35021428.88966782,35245867.52497411,-224438.63530629128,-0.6367800002291366
Mississippi,MI,2001,36534833.167199746,35021428.88966782,1513404.2775319293,4.321366447667761
Mississippi,MI,2002,36289714.73723783,36534833.167199746,-245118.42996191233,-0.6709170638336864
Mississippi,MI,2003,37859855.98754183,36289714.73723783,1570141.2503039986,4.326683914913322
Mississippi,MI,2004,37379360.3854753,37859855.98754183,-480495.6020665318,-1.2691427094298606
Mississippi,MI,2005,37917856.76281159,37379360.3854753,538496.3773362935,1.4406249111355578
Mississippi,MI,2006,38246361.82997659,37917856.76281159,328505.0671649948,0.8663597977594034
Mississippi,MI,2007,39509103.02257143,38246361.82997659,1262741.1925948411,3.301598196995393
Mississippi,MI,2008,39043200.61439458,39509103.02257143,-465902.4081768468,-1.1792280070511298
Mississippi,MI,2009,38839693.57027829,39043200.61439458,-203507.04411629587,-0.5212355568033687
Mississippi,MI,2010,41815860.310646795,38839693.57027829,2976166.740368508,7.662693669256937
Mississippi,MI,2011,41901989.341997646,41815860.310646795,86129.03135085106,0.20597216154589465
Mississippi,MI,2012,42651704.848165005,41901989.341997646,749715.5061673597,1.789212201951311
Mississippi,MI,2013,43146807.195717886,42651704.848165005,495102.34755288064,1.1608031831679089
Mississippi,MI,2014,43723773.01451703,43146807.195717886,576965.8187991455,1.3372155584583014
Mississippi,MI,2015,44662790.18589785,43723773.01451703,939017.1713808179,2.1476124008535318
Mississippi,MI,2016,44601174.82300127,44662790.18589785,-61615.362896576524,-0.13795681514772762
Mississippi,MI,2017,45319194.83421557,44601174.82300127,718020.0112142935,1.609867932994454
Mississippi,MI,2018,47266013.145037204,45319194.83421557,1946818.3108216375,4.295791922039639
Mississippi,MI,2019,48134523.829848856,47266013.145037204,868510.6848116517,1.8374951196890674
Mississippi,MI,2020,46801618.80951199,48134523.829848856,-1332905.0203368664,-2.769124765934247
Mississippi,MI,2021,48273227.21902216,46801618.80951199,1471608.409510173,3.144353650457668
Mississippi,MI,2022,49735635.70451214,48273227.21902216,1462408.4854899794,3.0294400638574137
Mississippi,MI,2023,50009327.36897437,49735635.70451214,273691.6644622311,0.5502928847401887
Mississippi,MI,2024,49978274.194355674,50009327.36897437,-31053.174618698657,-0.06209476562159072
Missouri,MI,1990,49846093.10916246,,,
Missouri,MI,1991,51742519.844187684,49846093.10916246,1896426.735025227,3.8045644437409987
Missouri,MI,1992,52399840.11526376,51742519.844187684,657320.2710760757,1.270367722823444
Missouri,MI,1993,51850156.6338195,52399840.11526376,-549683.481444262,-1.0490174783646764
Missouri,MI,1994,53046055.72645887,51850156.6338195,1195899.0926393718,2.3064522274930623
Missouri,MI,1995,53861571.103251606,53046055.72645887,815515.3767927364,1.5373723184963684
Missouri,MI,1996,55643948.65543048,53861571.103251606,1782377.5521788746,3.309182253080013
Missouri,MI,1997,55015295.473723225,55643948.65543048,-628653.1817072555,-1.1297781643788918
Missouri,MI,1998,56032730.72667609,55015295.473723225,1017435.2529528663,1.849367969747287
Missouri,MI,1999,58481604.05429507,56032730.72667609,2448873.327618979,4.370433665930755
Missouri,MI,2000,57900962.42939091,58481604.05429507,-580641.6249041632,-0.9928620021521435
Missouri,MI,2001,59898740.00837814,57900962.42939091,1997777.5789872333,3.4503357028365182
Missouri,MI,2002,59795171.54559817,59898740.00837814,-103568.46277996898,-0.17290591215354895
Missouri,MI,2003,60351714.12913501,59795171.54559817,556542.583536841,0.9307483683903085
Missouri,MI,2004,61614905.12488149,60351714.12913501,1263190.9957464784,2.0930490773528305
Missouri,MI,2005,63750055.394074254,61614905.12488149,2135150.2691927627,3.4653145450199525
Missouri,MI,2006,65048612.19040144,63750055.394074254,1298556.7963271886,2.036950067415774
Missouri,MI,2007,65958002.19889382,65048612.19040144,909390.0084923804,1.3980160035244684
Missouri,MI,2008,63828778.097022876,65958002.19889382,-2129224.1018709466,-3.2281512945925095
Missouri,MI,2009,65491136.42468988,63828778.097022876,1662358.3276670054,2.604402555129818
Missouri,MI,2010,67268422.35112433,65491136.42468988,1777285.9264344499,2.7137808617479124
Missouri,MI,2011,68521106.98330317,67268422.35112433,1252684.632178843,1.8622179447588987
Missouri,MI,2012,71240966.9992418,68521106.98330317,2719860.0159386247,3.9693754752114327
Missouri,MI,2013,69794513.7900084,71240966.9992418,-1446453.2092334032,-2.030367175179974
Missouri,MI,2014,71050972.20807938,69794513.7900084,1256458.4180709869,1.8002251894057297
Missouri,MI,2015,72475707.69150814,71050972.20807938,1424735.4834287614,2.0052301033352378
Missouri,MI,2016,73022897.49690573,72475707.69150814,547189.805397585,0.7549975334172533
Missouri,MI,2017,74586352.59133458,73022897.49690573,1563455.0944288522,2.141047737108901
Missouri,MI,2018,76936990.78615278,74586352.59133458,2350638.1948181987,3.1515660883668084
Missouri,MI,2019,77587883.32992344,76936990.78615278,650892.543770656,0.8460072809187704
Missouri,MI,2020,78636025.75486319,77587883.32992344,1048142.4249397516,1.3509099358759191
Missouri,MI,2021,81203168.47991985,78636025.75486319,2567142.725056663,3.2645885908061674
Missouri,MI,2022,80872809.64844328,81203168.47991985,-330358.8314765692,-0.4068299767862645
Missouri,MI,2023,81813643.97131123,80872809.64844328,940834.3228679448,1.1633506081435552
Missouri,MI,2024,83444219.80601722,81813643.97131123,1630575.8347059935,1.9930365591315933
Montana,MO,1990,9631096.835696282,,,
Montana,MO,1991,9650017.036569245,9631096.835696282,18920.200872963294,0.1964490773557408
Montana,MO,1992,9935584.611438835,9650017.036569245,285567.5748695899,2.959244256123244
Montana,MO,1993,9998424.683727298,9935584.611438835,62840.07228846289,0.6324748341040258
Montana,MO,1994,10206512.524844414,9998424.683727298,208087.8411171157,2.0812062669810794
Montana,MO,1995,10311674.299187956,10206512.524844414,105161.77434354275,1.0303399333274792
Montana,MO,1996,10406890.655674914,10311674.299187956,95216.35648695752,0.923384056985351
Montana,MO,1997,10841607.259957923,10406890.655674914,434716.6042830087,4.177199690725646
Montana,MO,1998,10924300.978813553,10841607.259957923,82693.7188556306,0.7627440920226762
Montana,MO,1999,10814515.350557089,10924300.978813553,-109785.62825646438,-1.0049670772471502
Montana,MO,2000,11301202.216656782,10814515.350557089,486686.8660996929,4.500311390048766
Montana,MO,2001,11298428.95169015,11301202.216656782,-2773.264966631308,-0.024539557061847878
Montana,MO,2002,11654752.341144312,11298428.95169015,356323.38945416175,3.153742798912399
Montana,MO,2003,11785460.826792132,11654752.341144312,130708.48564781994,1.121503759341028
Montana,MO,2004,11785105.141920045,11785460.826792132,-355.6848720870912,-0.0030179971518678795
Montana,MO,2005,11768600.388218706,11785105.141920045,-16504.753701338544,-0.14004757278431515
Montana,MO,2006,12065059.691062542,11768600.388218706,296459.3028438352,2.5190701788176466
Montana,MO,2007,12380989.880304089,12065059.691062542,315930.18924154714,2.6185547136213456
Montana,MO,2008,12234411.17999889,12380989.880304089,-146578.70030519925,-1.1839013012875441
Montana,MO,2009,12232355.898821738,12234411.17999889,-2055.281177151948,-0.016799183441798746
Montana,MO,2010,12738555.443858111,12232355.898821738,506199.54503637366,4.138201579673892
Montana,MO,2011,13294640.034637664,12738555.443858111,556084.5907795522,4.365366176960577
Montana,MO,2012,13573672.379537208,13294640.034637664,279032.3448995445,2.0988333958088194
Montana,MO,2013,13529290.385376992,13573672.379537208,-44381.9941602163,-0.32697116093006434
Montana,MO,2014,13537975.000306481,13529290.385376992,8684.614929489791,0.06419120797995789
Montana,MO,2015,13797090.035978032,13537975.000306481,259115.03567155078,1.9139866609717096
Montana,MO,2016,13860504.628471244,13797090.035978032,63414.59249321185,0.45962295185324265
Montana,MO,2017,14582475.499635635,13860504.628471244,721970.8711643908,5.208835396089191
Montana,MO,2018,14337305.588326907,14582475.499635635,-245169.91130872816,-1.6812640029112622
Montana,MO,2019,14823556.537249807,14337305.588326907,486250.9489229005,3.3915085782840153
Montana,MO,2020,14567144.469764076,14823556.537249807,-256412.0674857311,-1.7297607820457834
Montana,MO,2021,15257994.403532116,14567144.469764076,690849.9337680396,4.742521330807041
Montana,MO,2022,15546973.241753874,15257994.403532116,288978.8382217586,1.8939503487749483
Montana,MO,2023,15892057.949082062,15546973.241753874,345084.7073281873,2.219626302574493
Montana,MO,2024,15733497.002539713,15892057.949082062,-158560.9465423487,-0.9977370272017372
Nebraska,NE,1990,19444705.670955297,,,
Nebraska,NE,1991,19837743.35284418,19444705.670955297,393037.68188888207,2.0213094944191696
Nebraska,NE,1992,20759005.193207473,19837743.35284418,921261.8403632939,4.643985074195502
Nebraska,NE,1993,21048715.52139442,20759005.193207473,289710.32818694785,1.3955886878516877
Nebraska,NE,1994,21131656.66368589,21048715.52139442,82941.14229147136,0.39404372303463353
Nebraska,NE,1995,21451284.032728575,21131656.66368589,319627.3690426834,1.5125523480227336
Nebraska,NE,1996,21829020.00334557,21451284.032728575,377735.9706169963,1.7609014455296865
