data_center_id,data_center_name,state,city,latitude,longitude,year_operational,capacity_mw,capacity_sqft,dc_type
meta-prometheus-building-3,Meta Prometheus - Building 3,Ohio,Etna,40.06601057720243,-82.74919010973836,2018.0,,,ai
meta-prometheus-building-4,Meta Prometheus - Building 4,Ohio,Etna,40.06449826535271,-82.7487809838063,2018.0,,,ai
meta-new-albany-data-center,Meta Prometheus Campus,Ohio,Etna,40.0645508,-82.7449216,2018.0,,,ai
226-north-fifth-street,226 North Fifth Street,Ohio,Columbus,39.967663,-82.9954016,2018.0,,139000.0,general
google-new-albany,Google New Albany Data Center,Ohio,New Albany,40.0588973,-82.76899519999999,2022.0,,,ai
4500-beech-rd-nw,4500 Beech Rd NW,Ohio,Johnstown,40.1211618,-82.7516585,2018.0,,,general
compass-new-albany,Compass New Albany,Ohio,New Albany,40.1037145,-82.8089653,2022.0,,,crypto
edgeconnex-new-albany-phase-ii,EdgeConneX New Albany - Phase II,Ohio,Johnstown,40.0893076026725,-82.71996639986978,2027.0,,700000.0,general
amazon-aws-cmh-2875-newton,Amazon AWS CMH - 2875 Newton,Ohio,Johnstown,40.09217438318885,-82.72758807944813,2018.0,,,ai
amazon-aws-cmh-project-cosmos-campus,Amazon AWS CMH - Project Cosmo Campus,Ohio,Marysville,40.220777,-83.324453,2018.0,,,ai
windstream-columbus,Windstream Columbus,Ohio,Columbus,39.9631827,-82.99599429999999,2018.0,,,general
amazon-aws-cmh-hayden-campus,Amazon AWS CMH - Hayden Campus,Ohio,Hilliard,40.060025,-83.133336,2018.0,,,ai
qts-new-albany-1-dc1,QTS New Albany 1 DC1,Ohio,New Albany,40.0649851,-82.7576498,2018.0,,,ai
meta-prometheus-building-5,Meta Prometheus - Building 5,Ohio,Etna,40.06108979943789,-82.75088285740912,2018.0,,,ai
meta-prometheus-building-2,Meta Prometheus - Building 2,Ohio,Etna,40.067670160272,-82.75023374936681,2018.0,,,ai
stack-infrastructure-nal01a,STACK Infrastructure NAL01A,Ohio,New Albany,40.1061527,-82.8007096,2018.0,60.0,,general
level3-columbus,Lumen Columbus,Ohio,Columbus,39.967883,-82.995867,2018.0,,,general
cogent-data-center-columbus-2,Cogent Data Center - Columbus 2,Ohio,Columbus,39.9740158,-82.9986272,2018.0,,4717.0,general
cologix-col4-s,Cologix COL4-S,Ohio,Columbus,40.1184384,-82.9999965,2018.0,27.0,,general
amazon-aws-cmh-4624-cosgray,Amazon AWS CMH - 4624 Cosgray,Ohio,Hilliard,40.050403,-83.175652,2018.0,,,ai
cologix-col1,Cologix COL1,Ohio,Columbus,40.115757,-83.002414,2018.0,,,general
amazon-aws-cmh-8619-industrial-a,Amazon AWS CMH - 8619 Industrial A,Ohio,Plain City,40.134173,-83.215798,2018.0,,,ai
amazon-aws-cmh-scioto-a,Amazon AWS CMH - Scioto A,Ohio,Hilliard,40.02139575289289,-83.12599936974131,2018.0,,,ai
citynet-columbus,Citynet Columbus,Ohio,Columbus,39.9681646,-82.9949078,2018.0,,,general
amazon-aws-cmh-scioto-f,Amazon AWS CMH - Scioto F,Ohio,Hilliard,40.0163999,-83.1259422,2018.0,,,ai
cyrusone-new-albany,CyrusOne COL1 - New Albany,Ohio,Johnstown,40.0953747,-82.7180645,2018.0,,,ai
amazon-aws-cmh-project-cosmos-bldg-b,Amazon AWS CMH - Project Cosmo Bldg B,Ohio,Marysville,40.220803,-83.325634,2018.0,,223100.0,ai
hostrunway-columbus,Hostrunway Columbus,Ohio,Blacklick,,,2018.0,,,general
amazon-aws-cmh-scioto-g,Amazon AWS CMH - Scioto G,Ohio,Hilliard,40.01545518949632,-83.12448660392279,2018.0,,,ai
amazon-aws-cmh-4612-cosgray,Amazon AWS CMH - 4612 Cosgray,Ohio,Hilliard,40.049333,-83.175443,2018.0,,,ai
brightspeed-martinsville,Brightspeed Mansfield,Ohio,Mansfield,40.7578254,-82.5176149,1965.0,,51380.0,general
cbts-mason-data-center,CBTS Mason Data Center,Ohio,Mason,41.0728614,-81.5025879,2018.0,,,general
the-karcher-group,TKG Data Center,Ohio,North Canton,40.9101759,-81.4315421,2006.0,,,general
involta-youngstown,Ark Data Centers Youngstown,Ohio,Youngstown,41.1183038,-80.6570664,2000.0,,4000.0,general
securedata-365,Ark Data Centers Canton,Ohio,Canton,40.8325814,-81.4319719,2009.0,1.5,5600.0,general
untangled-technology,Untangled Technology Data Center,Ohio,Canton,40.799388,-81.377418,2018.0,,,general
bitdeer-massillon,Bitdeer Massillon,Ohio,Massillon,40.7708731322956,-81.53972307975927,2026.0,221.0,,crypto
lsti-401-market,LSTI 401 Market,Ohio,Canton,40.8007954,-81.3744482,2018.0,,,general
datayard,DataYard,Ohio,Dayton,39.7600917,-84.1949337,2012.0,,,general
brightspeed-sidney,Brightspeed Sidney,Ohio,Sidney,40.2865017,-84.1555334,2018.0,,29660.0,general
encore-technologies-msb1,Encore Technologies MSB1,Ohio,Miamisburg,39.6164876,-84.2290695,2018.0,,,general
prsm-preble-county,PRSM Preble County,Ohio,Jackson Township,39.83071962134262,-84.71948302699198,2018.0,,,general
iron-mountain-ohs-1,Iron Mountain Data Centers OHS-1,Ohio,Miamisburg,39.5910566,-84.2364082,2018.0,1.4,,ai
amazon-aws-project-galaxy,Amazon AWS - Project Galaxy,Ohio,Sidney,40.26942376303178,-84.19707067139512,2030.0,,,ai
level3-dayton1,Lumen Dayton 1,Ohio,Dayton,39.745782,-84.214073,2018.0,,,general
the-130-building,The 130 Building,Ohio,Dayton,39.7600917,-84.19493369999999,2018.0,,323454.0,general
amazon-aws-1488-us-68,Amazon AWS - 1488 US-68,Ohio,Xenia,39.6380444,-83.8971641,2018.0,,,ai
lumen-dayton-2,Lumen Dayton 2,Ohio,Dayton,39.7603556,-84.1951402,2018.0,,,general
twtc-dayton,Lumen Dayton 3,Ohio,Dayton,39.759445,-84.191785,2018.0,,,general
j5-llc,J5 LLC,Ohio,Piqua,40.11021712675667,-84.23994854432028,2018.0,,700000.0,general
tilted-gate-llc,Google Franklin Furnace,Ohio,Franklin Furnace,38.61774468744679,-82.83756542440679,2018.0,,,ai
strata-expanse-ai-center-of-excellence,Strata Expanse AI Center of Excellence,Ohio,Ironton,38.56734006378687,-82.78304658636449,2018.0,,,ai
level3-cincinnati3,Lumen Cincinnati 3,Ohio,Cincinnati,39.104741,-84.542472,2018.0,,,general
flexential-cincinnati,Flexential Cincinnati Data Center,Ohio,Hamilton,39.315827,-84.4487908,2018.0,3.8,,general
cyrusone-ohio-mason,CyrusOne CIN3 - Mason,Ohio,Cincinnati,39.209213,-84.469773,2018.0,1.7,35000.0,ai
cyrusone-ohio-blue-ash,CyrusOne CIN97 - Cincinnati,Ohio,Blue Ash,39.2444984,-84.380769,2018.0,0.9,8000.0,ai
h5-cincinnati-ii,H5 Data Centers Cincinnati II,Ohio,Cincinnati,39.1058513,-84.5365697,2018.0,,107000.0,general
encore-technologies-nor1,Encore Technologies NOR1,Ohio,Cincinnati,39.1605357,-84.44869,2018.0,,,general
cyrusone-ohio-hamilton,CyrusOne CIN4 - Hamilton,Ohio,Hamilton,39.3870117,-84.5649065,2018.0,4.725,47000.0,ai
cyrusone-cincinnati,CyrusOne CIN2 - Cincinnati,Ohio,Cincinnati,39.1030375,-84.517724,2018.0,14.0,143778.0,ai
cbts-lebanon-data-center,CBTS Lebanon Data Center,Ohio,Lebanon,39.4353373,-84.2029922,2018.0,,,general
cbts-hamilton-data-center,CBTS Hamilton Data Center,Ohio,Hamilton,39.4065896,-84.544555,2018.0,,,general
profitabilitynet,"DartPoints Cincinnati, OH - CVG01",Ohio,Cincinnati,39.098141,-84.517673,2010.0,1.6,13408.0,general
h5dc-cincinnati,H5 Data Centers Cincinnati,Ohio,Cincinnati,39.0979348,-84.5240947,2018.0,,80000.0,general
hot-site-data-center, I74 Wired Data Center,Ohio,Cincinnati,39.1562106,-84.5708736,2018.0,,,general
twtc-cincinnati,Lumen Cincinnati 2,Ohio,West Chester,39.328216,-84.437407,2018.0,,,general
centergrid-hamilton,CenterGrid - Hamilton,Ohio,Hamilton,39.3848676,-84.566587,2013.0,2.0,7500.0,general
cbts-cincinnati-data-center,CBTS Cincinnati Data Center,Ohio,Cincinnati,39.131465,-84.700585,2018.0,,,general
zcolo-334-gest-st,DataBank - 334 Gest St,Ohio,Cincinnati,39.0978164,-84.5249577,2018.0,,,general
level3-cincinnati,Lumen Cincinnati 1,Ohio,Cincinnati,39.10204,-84.50345,2018.0,,,general
lighthouse-clt01,LightHouse CLT01,Ohio,Hamilton,39.3833235,-84.5580919,2026.0,288.0,160000.0,general
cbts-gold-coast-data-center,CBTS Gold Coast Data Center,Ohio,Blue Ash,39.2320029,-84.3782734,2018.0,,,general
prologis-trenton-industrial-park,Prologis Project Mila Campus,Ohio,Trenton,39.456822,-84.459078,2028.0,,,general
encore-technologies-blu1,Encore Technologies BLU1,Ohio,Blue Ash,39.2775428,-84.3695712,2018.0,,,general
bitdeer-clarington,Bitdeer Clarington,Ohio,Clarington,39.7030054,-80.84940929999999,2022.0,570.0,,crypto
brightspeed-lima,Brightspeed Lima,Ohio,Lima,40.7391014,-84.1073516,1920.0,,71060.0,general
form8tion-van-wert,Form8tion Van Wert,Ohio,Van Wert,40.89717807625485,-84.55237814122991,2018.0,500.0,,general
microtronix-datacenter,Microtronix Datacenter,Ohio,Ohio,40.9295779241061,-84.34159699387413,2018.0,,,general
5cdc-columbus-cmh01,5CDC Columbus - CMH01,Ohio,Springfield,39.912807,-83.72371799999999,2005.0,900.0,214078.0,general
lexisnexis-springfield,LexisNexis Springfield,Ohio,Springfield,39.9128669,-83.7238397,2018.0,2.0,20000.0,general
bitdeer-niles,Bitdeer Niles,Ohio,Niles,41.16646211395633,-80.74667508555824,2022.0,300.0,,crypto
brightspeed-warren,Brightspeed Warren,Ohio,Warren,41.2345062,-80.8184825,1928.0,,91160.0,general
h5dc-cleveland,H5 Data Centers Cleveland,Ohio,Cleveland,41.5066085,-81.6830508,2018.0,,351000.0,general
involta-independence,Ark Data Centers Independence,Ohio,Independence,41.3607758,-81.631047,2017.0,2.5,10000.0,general
everstream-parma-data-center,Everstream Parma Data Center,Ohio,Parma,41.4079358,-81.7799783,2018.0,,,general
public-square-tech-center,Public Square Tech Center,Ohio,Cleveland,41.498707,-81.691567,2018.0,,930106.0,general
bay-pointe,Bay Pointe Data Center,Ohio,Richfield,41.2084777,-81.6388251,2012.0,,,general
sterling-building,Sterling Telecom Office Building,Ohio,Cleveland,41.5012033,-81.6835074,1973.0,,,general
richmond-heights,NCS Richmond Heights,Ohio,Richmond Heights,41.5696127,-81.4897113,2018.0,,,general
level3-cleveland1,Lumen Cleveland 1,Ohio,Cleveland,41.504933,-81.657748,2018.0,,,general
bluebridge-networks,BlueBridge Networks,Ohio,Cleveland,41.5012033,-81.6835074,2018.0,,,general
mangobay-cleveland,Mangobay Cleveland,Ohio,Brooklyn Heights,41.4130282,-81.6577313,2018.0,,,general
expedient-lewis-center,Expedient Lewis Center,Ohio,Lewis Center,40.1545985,-83.014149,2018.0,7.0,,general
expedient-cleveland,Expedient Garfield Heights 1,Ohio,Cleveland,41.429872,-81.571632,2018.0,2.7,,general
bluebridge-mayfield-hts,BlueBridge Networks,Ohio,Mayfield Hts,41.5059513,-81.4673161,2018.0,,,general
brightspeed-lorain,Brightspeed Lorain,Ohio,Lorain,41.4625678,-82.1736031,2018.0,,51155.0,ai
windstream-cleveland,Windstream Cleveland,Ohio,Cleveland,41.49786,-81.6933205,2018.0,,,general
fidelity-voice-and-data,Fusion Connect - Cleveland,Ohio,Cleveland,41.5016139,-81.680445,2008.0,1.0,6000.0,general
expedient-cleveland-152,Expedient Garfield Heights 2,Ohio,Cleveland,41.429344,-81.573989,2018.0,2.0,,general
keith-building,Keith Building,Ohio,Cleveland,41.5016139,-81.680445,2018.0,,213000.0,general
cogent-cleveland,Cogent Data Center - Cleveland,Ohio,Cleveland,41.501866,-81.680504,2018.0,0.2,3042.0,general
databank-cleveland,DataBank CLE1 - Downtown Cleveland,Ohio,Cleveland,41.5012033,-81.6835074,2018.0,0.4,7440.0,general
level3-cleveland2,Lumen Cleveland 2,Ohio,Cleveland,41.5002762,-81.6839155,2018.0,,,general
cogent-data-center-cleveland-2,Cogent Data Center - Cleveland 2,Ohio,Cleveland,41.4847683,-81.6747708,2018.0,,,general
aligned-neo-01,Aligned NEO-01,Ohio,Sandusky,41.4308376,-82.7171388,2018.0,96.0,200000.0,general
12875-corporate,Cleveland Data Center,Ohio,Cleveland,41.408119,-81.78335,2018.0,,,general
level3-cleveland3,Lumen Cleveland 3,Ohio,Cleveland,41.5016671,-81.6804264,2018.0,,,general
fairlawngig-service-center,FairlawnGig Service Center,Ohio,Fairlawn,41.1332031,-81.6294432,2018.0,,,ai
cogent-data-center-akron,Cogent Data Center - Akron,Ohio,Akron,41.0874311,-81.51386699999999,2018.0,5.0,,general
involta-akron-2,Ark Data Centers Akron 2,Ohio,Akron,41.0574718,-81.5215892,2016.0,1.0,10000.0,general
medina387,LightSpeed Data Center,Ohio,Medina,41.1383532,-81.7005967,2016.0,1.0,1400.0,general
involta-akron,Ark Data Centers Akron 1,Ohio,Akron,41.0573435,-81.5223617,2011.0,1.0,10000.0,general
level3-akron2,Lumen Akron 2,Ohio,Akron,41.069378,-81.491246,2018.0,,,general
cyrusone-cincinnati-lebanon,CyrusOne CIN5 - Lebanon,Ohio,Lebanon,39.3899143,-84.2151782,2018.0,12.0,95000.0,ai
brightspeed-lebanon,Brightspeed Lebanon,Ohio,Lebanon,39.4347258,-84.20626390000001,1973.0,,32520.0,general
oxford-networks-data-center,FirstLight Brunswick,Maine,Brunswick,43.8962611,-69.9237406,2018.0,,,general
maine-yankee-nuclear-plant-dc-project,Maine Yankee Nuclear Plant DC Project,Maine,Wiscasset,43.95641202813458,-69.69473871686502,2018.0,,,ai
nexus-management,EnablesIT Data Center,Maine,Brunswick,43.9073683,-69.9969657,2018.0,,,general
pioneer-broadband-datacenter,Pioneer Broadband DataCenter,Maine,Presque Isle,46.6816923,-68.0153441,2018.0,,,general
millcompute-llc,MillCompute LLC,Maine,Lewiston,44.09436716025149,-70.21860867300832,2018.0,,85000.0,general
cadc-portland,CENTRA Portland (PWM1),Maine,Portland,43.657789,-70.2612024,2018.0,5.0,52272.0,general
firstlight-portland,FirstLight Portland,Maine,Portland,43.6577998,-70.261218,2018.0,,,general
firstlight-bangor,FirstLight Bangor,Maine,Bangor,44.7959909,-68.7723439,2018.0,,,general
nautilus-east-millinocket,Nautilus East Millinocket,Maine,East Millinocket,45.62311608273001,-68.57445529479483,2018.0,,,general
xai-macrohardrr,xAI MACROHARDRR,Mississippi,Southaven,34.99344008392417,-90.03411726369889,2018.0,2000.0,,ai
xai-macrohardrr,xAI MACROHARDRR,Mississippi,Southaven,34.99344008392417,-90.03411726369889,2018.0,2000.0,,ai
avaio-digital-taurus,AVAIO Digital Taurus,Mississippi,Brandon,32.26923192298861,-90.01290476557159,2027.0,116.0,600000.0,ai
netdoor-jxn,NETDOOR Data Center,Mississippi,Jackson,32.309045,-90.178058,2018.0,,,general
cleanspark-vicksburg,CleanSpark Vicksburg,Mississippi,Vicksburg,32.2618832,-90.9194103,2022.0,,17500.0,crypto
c-spire-ridgeland,C Spire Ridgeland,Mississippi,Ridgeland,32.4373271,-90.1472147,2018.0,,,general
usnx-data-center,USNX Data Center,Mississippi,Jackson,32.387101,-90.145322,2018.0,,,general
compass-meridian-campus,Compass Meridian Campus,Mississippi,Meridian,32.391105,-88.622286,2022.0,320.0,2000000.0,crypto
cleanspark-meridian,CleanSpark Meridian,Mississippi,Meridian,32.348233,-88.7082422,2022.0,,5500.0,crypto
cleanspark-wiggins,CleanSpark Wiggins,Mississippi,Wiggins,30.84969373964336,-89.14081418233764,2022.0,,10500.0,crypto
megagate-broadband-data-center,C Spire Hattiesburg,Mississippi,Hattiesburg,31.3195714,-89.3891949,2018.0,,,general
databank-slc2,DataBank SLC2 - Granite Point East,Utah,Bluffdale,40.4797807,-111.9048641,2018.0,3.25,43820.0,general
flexential-slc-east,Flexential Salt Lake City - Millcreek Data Center,Utah,Salt Lake City,40.685503,-111.885238,2018.0,1.92,,general
fiberstate,FiberState SLC1,Utah,Draper,40.5116607,-111.888122,2018.0,4.0,,general
oracle-west-jordan,Oracle West Jordan,Utah,West Jordan,40.56798416639711,-112.036467565352,2018.0,,179000.0,ai
aligned-slc-01,Aligned SLC-01,Utah,West Jordan,40.58593218248742,-111.9697279641991,2018.0,34.0,,general
databank-slc4-granite-point,DataBank SLC4 - Granite Point,Utah,Bluffdale,40.481315,-111.90496,2018.0,3.67,20740.0,general
flexential-slc-south-valley,Flexential Salt Lake City - South Valley Data Center,Utah,West Jordan,40.6205656,-111.9846578,2018.0,1.2,,general
cirrusds-view-78-building-1,CirrusDS View 78 - Building 1,Utah,Midvale,40.601913,-111.917703,2018.0,,,general
flexential-slc-west,Flexential Salt Lake City - Fair Park Data Center,Utah,Salt Lake City,40.7667787,-111.9202935,2018.0,0.49,,ai
edcslc01,EdgeConneX Salt Lake City-EDCSLC01,Utah,West Valley City,40.7208733,-111.9849271,2018.0,0.5,4875.0,general
level3-salt-lake-city2,Lumen Salt Lake City 2,Utah,Salt Lake City,40.780741,-112.011435,2018.0,,,general
xmission-data-center,XMission Data Center,Utah,Salt Lake City,40.7609528,-111.8893002,2001.0,,10000.0,general
salt-lake-city-campus,Aligned Salt Lake City Campus,Utah,West Jordan,40.585936,-111.969762,2018.0,,,general
2302-s-presidents-dr,2302 South Presidents Drive,Utah,West Valley City,40.7211197,-111.9849593,2018.0,,,general
databank-slc1,DataBank SLC1 - Downtown Salt Lake City,Utah,Salt Lake City,40.7685379,-111.8858299,2018.0,0.5,10610.0,general
bf-timpanogos-provo-data-center,B+F Timpanogos Provo Data Center,Utah,Provo,40.2141138,-111.6553526,2018.0,30.0,66000.0,general
aligned-slc-02,Aligned SLC-02,Utah,West Jordan,40.58593218248742,-111.9697279641991,2021.0,48.0,200000.0,general
cirrusds-view-78-building-3,CirrusDS View 78 - Building 3,Utah,Midvale,40.599227,-111.916298,2018.0,,,general
novva-flagship,Novva Salt Lake City,Utah,West Jordan,40.5725846,-112.0459884,2021.0,200.0,330000.0,general
cirrusds-view-78-building-2,CirrusDS View 78 - Building 2,Utah,Midvale,40.600571,-111.91708,2018.0,,,general
databank-granite-point-west,DataBank SLC3 - Granite Point West,Utah,Bluffdale,40.4798908,-111.9057813,2018.0,7.0,55780.0,general
databank-slc5-granite-point,DataBank SLC5 - Granite Point,Utah,Bluffdale,40.4813963,-111.903902,2018.0,10.0,49180.0,general
flexential-slc-downtown,Flexential Salt Lake City - Downtown Data Center,Utah,Salt Lake City,40.756304,-111.955177,2018.0,2.65,,general
oracle-salt-lake-city,Oracle Salt Lake City,Utah,Salt Lake City,40.7372623,-112.0051048,2018.0,,,ai
qts-eagle-mountain-ii,QTS Eagle Mountain II,Utah,Fairfield,40.26531629999999,-112.0330611,2018.0,,,ai
syringa-networks-west-valley,Syringa Networks West Valley,Utah,West Valley City,40.7232557,-111.9317079,1986.0,,,general
salt-lake-city-data-center,Voonami Salt Lake City Data Center,Utah,West Valley City,40.721177,-111.98508,2018.0,,,general
databank-slc6-granite-point,DataBank SLC6 - Granite Point,Utah,Bluffdale,40.480689,-111.9062692,2018.0,22.0,88250.0,general
cirrusds-view78,CirrusDS View 78 Campus,Utah,Midvale,40.600571,-111.91708,2018.0,32.0,224000.0,general
tonaquint-stg,ValorC3 Saint George Data Center,Utah,St George,37.0815164,-113.6071645,2008.0,4.0,18000.0,ai
webnx-ogden,WebNX Ogden,Utah,Ogden,41.2624402,-111.9930285,2018.0,,100000.0,general
level3-ogden-1,Lumen Ogden 1,Utah,Ogden,41.2368077,-111.9914906,2018.0,,,general
summit-ridge-data-center,Summit Ridge Data Center,Utah,Santaquin,39.9452152,-111.8099834,2028.0,100.0,183643.0,general
fibernet-mercurydelta,Fibernet MercuryDelta Campus,Utah,Delta,39.2871985,-112.4639722,2018.0,2000.0,,general
11000-mccornick-rd,11000 McCornick Rd,Utah,Delta,39.1992256,-112.3730338,2026.0,,,general
meta-eagle-mountain-building-6,Meta Eagle Mountain - Building 6,Utah,Eagle Mountain,40.26561617572415,-112.0188986911717,2018.0,,,ai
meta-eagle-mountain-building-1,Meta Eagle Mountain - Building 1,Utah,Eagle Mountain,40.2647660955497,-112.0151128671689,2018.0,,,ai
orem-data-center,Voonami Orem Data Center,Utah,Orem,40.32621,-111.681677,2018.0,,,general
fibernet-corporation,Fibernet Utah Data Center,Utah,Orem,40.2760746,-111.6753697,2002.0,6.0,10000.0,general
blusky-nephi,BluSky Nephi,Utah,Nephi,39.7292098,-111.8389233,2018.0,4.0,16000.0,general
meta-eagle-mountain-building-2,Meta Eagle Mountain - Building 2,Utah,Eagle Mountain,40.2663692840546,-112.015048494153,2018.0,,,ai
meta-eagle-mountain-building-5,Meta Eagle Mountain - Building 5,Utah,Eagle Mountain,40.27310255859982,-112.0150371578191,2018.0,,,ai
meta-eagle-mountain-building-4,Meta Eagle Mountain - Building 4,Utah,Eagle Mountain,40.27152073586876,-112.0150045729511,2018.0,,,ai
meta-eagle-mountain-building-3,Meta Eagle Mountain - Building 3,Utah,Eagle Mountain,40.26824961701448,-112.015085169139,2018.0,,,ai
meta-eagle-mountain-data-center,Meta Eagle Mountain Campus,Utah,Eagle Mountain,40.2681115,-112.0177754,2018.0,,,ai
orem-data-center,Voonami Orem Data Center,Utah,Orem,40.32621,-111.681677,2018.0,,,general
hosting-newark,Data Canopy - Newark,Delaware,Newark,39.6127446,-75.7614126,2018.0,,,general
verdantas-newark,Verdantas Newark,Delaware,Newark,39.68172697211378,-75.72362438057166,2018.0,,,general
ipr-wilmington-bcc,DaSTOR Wilmington CCC,Delaware,Wilmington,39.7478527,-75.5467527,2018.0,,23000.0,general
project-washington-north-dc3,Project Washington North DC3,Delaware,New Castle,39.612192,-75.638208,2018.0,,,general
project-washington-north-dc4,Project Washington North DC4,Delaware,New Castle,39.61049,-75.637994,2018.0,,,general
project-washington-north-campus,Project Washington North Campus,Delaware,New Castle,39.613214,-75.638434,2018.0,,,general
project-washington-north-dc5,Project Washington North DC5,Delaware,New Castle,39.609621,-75.641807,2018.0,,,general
project-washington-north-dc2,Project Washington North DC2,Delaware,New Castle,39.614097,-75.63862,2018.0,,,general
trijit-dc,Trijit Data Center,Delaware,Wilmington,39.787933,-75.4861911,2018.0,0.3,,general
project-washington-south-dc2,Project Washington South DC2,Delaware,New Castle,39.60197,-75.651042,2018.0,,,general
project-washington-south-dc5,Project Washington South DC5,Delaware,New Castle,39.601417,-75.642446,2018.0,,,general
project-washington-south-dc4,Project Washington South DC4,Delaware,New Castle,39.602461,-75.642634,2018.0,,,general
project-washington-south-dc3,Project Washington South DC3,Delaware,New Castle,39.602461,-75.642634,2018.0,,,general
dastor-new-castle,DaSTOR New Castle,Delaware,New Castle,39.6871395,-75.57442859999999,2018.0,8.0,60000.0,general
project-washington-south-campus,Project Washington South Campus,Delaware,New Castle,39.60173,-75.647435,2018.0,,,general
project-washington-north-dc1,Project Washington North DC1,Delaware,New Castle,39.615821,-75.638543,2018.0,,,general
project-washington-south-dc6,Project Washington South DC6,Delaware,New Castle,39.599917,-75.642004,2018.0,,,general
project-washington-south-dc1,Project Washington South DC1,Delaware,New Castle,39.603092,-75.650418,2018.0,,,general
level3-wilmington1,Lumen Wilmington 1,Delaware,Wilmington,39.749533,-75.5387609,2018.0,,,general
project-washington-south-dc7,Project Washington South DC7,Delaware,New Castle,39.600578,-75.645829,2018.0,,,general
data-cave,"DartPoints Columbus, IN - CLU01",Indiana,Columbus,39.17949,-85.896024,2018.0,9.771,34000.0,general
meta-jeffersonville-data-center,Meta Jeffersonville Data Center,Indiana,Jeffersonville,38.35725403904745,-85.66352714275618,2023.0,407.0,,ai
amazon-aws-ord-hobart,Amazon AWS ORD - Hobart,Indiana,Hobart,41.50334746012386,-87.29265321338971,2018.0,,,ai
hobart-devco-llc-building-5,Hobart Devco LLC - Building 5,Indiana,Hobart,41.502781,-87.285185,2018.0,,146000.0,general
hobart-devco-llc-building-2,Hobart Devco LLC - Building 2,Indiana,Hobart,41.504271,-87.284035,2018.0,,7800.0,general
hobart-devco-llc-building-3,Hobart Devco LLC - Building 3,Indiana,Hobart,41.504287,-87.282517,2018.0,,146000.0,general
hobart-devco-llc-building-4,Hobart Devco LLC - Building 4,Indiana,Hobart,41.504345,-87.280672,2018.0,,146000.0,general
hobart-devco-llc-building-1,Hobart Devco LLC - Building 1,Indiana,Hobart,41.504361,-87.285525,2018.0,,146000.0,general
hobart-devco-llc-building-6,Hobart Devco LLC - Building 6,Indiana,Hobart,41.502725,-87.28101,2018.0,,146000.0,general
hobart-devco-llc-campus,Hobart Devco LLC Campus,Indiana,Hobart,41.50335,-87.283036,2018.0,,,general
colostorecom,Colostore Data Center,Indiana,South Bend,41.6555804,-86.2501764,2018.0,,38000.0,general
cbts-south-bend-data-center-i,CBTS South Bend Data Center I,Indiana,South Bend,41.6777607,-86.2472603,2018.0,,,general
level3-southbend1,Lumen SouthBend 1,Indiana,South Bend,39.7021177,-86.0919439,2018.0,,,general
whp-south-bend,WHP South Bend,Indiana,South Bend,41.64696773001109,-86.29817337756789,2018.0,,,general
cbts-south-bend-data-center-ii,CBTS South Bend Data Center II,Indiana,South Bend,41.6833813,-86.2500066,2018.0,,,general
microsoft-mishawaka,Microsoft Mishawaka,Indiana,Granger,41.72851270767718,-86.12048835579816,2018.0,1000.0,,ai
gap-union-station,GAP Union Station,Indiana,South Bend,41.66953,-86.255944,2018.0,,,general
52505-spruce-road,52505 Spruce Road,Indiana,New Carlisle,41.72835958426815,-86.495147750325,2018.0,,,general
gramtel-blactkhorn,Altafiber Blactkhorn,Indiana,South Bend,41.7293941,-86.3311677,2018.0,,,general
south-bend-data-center,South Bend Data Center,Indiana,South Bend,41.7293621,-86.3311677,2018.0,,27000.0,general
digital-enterprise-center,Digital Enterprise Center,Indiana,South Bend,41.7312678,-86.3432113,2018.0,,,general
amazon-aws-new-carlisle,Amazon AWS - New Carlisle,Indiana,New Carlisle,41.665512,-86.47261,2018.0,,,ai
gap-studebaker-84,GAP Studebaker 84,Indiana,South Bend,41.6686505,-86.2551276,2018.0,,150000.0,general
data-realty,Aunalytics South Bend Data Center,Indiana,South Bend,41.659842,-86.2581782,2012.0,10.0,,general
meta-lebanon-building-2,Meta Lebanon - Building 2,Indiana,Lebanon,40.063825,-86.545182,2018.0,,,ai
meta-lebanon-building-5,Meta Lebanon - Building 5,Indiana,Lebanon,40.057592,-86.535452,2018.0,,,ai
us-signal-indianapolis-north,US Signal Indianapolis IN02,Indiana,Indianapolis,39.8703703,-86.2369444,2018.0,1.6,6550.0,general
vantage-pittsboro-campus,Vantage - Pittsboro Campus,Indiana,Pittsboro,39.900971,-86.448764,2018.0,,,general
meta-lebanon-building-4,Meta Lebanon - Building 4,Indiana,Lebanon,40.059683,-86.544801,2018.0,,,ai
vantage-pittsboro-dc1,Vantage - Pittsboro DC1,Indiana,Pittsboro,39.904046,-86.445111,2018.0,254.0,,general
meta-lebanon-building-3,Meta Lebanon - Building 3,Indiana,Lebanon,40.062243,-86.544752,2018.0,,,ai
american-tower-edc-indianapolis,American Tower EDC Indianapolis,Indiana,Indianapolis,39.8940219,-86.2054342,2018.0,4.0,20000.0,general
netrality-indy-telcom-center,Netrality - Indy Telcom Center,Indiana,Indianapolis,39.7597009,-86.1723943,2018.0,0.8,,general
ngenx-indianapolis,Windstream Indianapolis,Indiana,Indianapolis,39.759719,-86.170956,2018.0,,,general
oliver-street,"Oliver Street, LLC",Indiana,Indianapolis,39.7587984,-86.1722574,2018.0,,,general
